free,ing,not_ing,recipeID,title,ingredients,directions,rel
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1995,Caramel Dip,"['1 (8 oz.) pkg. cream cheese', '6 oz. caramel ice cream topping', '6 oz. butterscotch ice cream topping', 'chopped peanuts (optional)']","In a mixing bowl, blend all ingredients by heating until smooth. Serve with sliced apples and chopped peanuts.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1319927,Fish Baked In Foil With Pesto And Angel Hair Pasta,"['1/2 lb par cooked angel hair pasta', '4 - 6 ounce fillet of fish (mild white fish is preferred)', 'salt and pepper', '1/2 cup store bought or homemade Pesto', '1 clove of garlic', '1/4 cup of blanched spinach', '1-2 carrots, peeled into ribbons using your potato peeler', '1 medium zucchini, also peeled into ribbons using your potato peeler', 'White White', 'Olive oil']","Preheat oven to 450 degrees. You will need four good size pieces of foil to make little packets to bake the fish.  Next put your pesto, garlic clove and spinach into a food processor. Mix to combine, check for reseasoning (salt and pepper). Put aside.  Place a piece of foil on your counter. Spray the foil with a little cooking spray. Make a little nest in the middle of the foil with the pasta. Next, place a piece of fish in the center of your nest. Season the fish with a little salt and pepper. Spread pesto to cover the top (to your taste - I like a lot). Place some vegetable ribbons on top. Season with a little more salt and pepper. Drizzle a little white wine and olive oil on top. Fold up the packets and bake in the oven for approximately 10 - 12 minutes (depending on the thickness of your fish). Transfer to a pasta plate/bowl, serve with a cold crisp salad and crunchy loaf of bread. Don't forget a glass of wine!!!",5
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",445442,Seafood Casserole,"['4 to 5 oz. pasta', '1/2 c. mayonnaise or salad dressing', '1/2 c. milk or dry white wine', '1 can condensed cream soup', '1 c. shredded American cheese', '1/2 tsp. dry mustard or dill weed', '6 to 8 oz. drained, canned seafood (shrimp, crab, tuna or salmon)', '1 recipe Crunchy Topping']","Cook pasta or noodles according to package directions; drain and set aside. Combine mayonnaise with milk or white wine. Stir in soup, cheese and seasonings. Gently stir in cooked pasta or noodles and drained fish or seafood. Pour into a 1 1/2-quart casserole. Cover and bake at 350\u00b0 for 30 minutes. Uncover and sprinkle with \ Crunchy Topping.\  Bake 5 minutes more. Makes 6 servings.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1868996,Creamed Shrimp Fettuccine,"['8 ounces, weight Fettuccine', '1/2 cups Light Cream', '3/4 teaspoons Cornstarch', '1/2 cups Fish Stock Or Low Sodium Vegetable Stock', '1/2 teaspoons Smoked Paprika', '1/2 teaspoons Black Pepper', '8 ounces, weight Large Shrimp, Peeled & Deveined', '1 cup Grated Parmesan Cheese', 'Garnish With Fresh Chopped Parsley']","Cook fettuccine according to box instructions. Drain and set aside. In a skillet over low heat, add cream and corn starch. Whisk together. Add fish stock, smoked paprika, and black pepper. Whisk to combine. Cook several minutes, until thickened slightly. Add shrimp. Increase heat to medium and cook 34 minutes, stirring. Add pasta and cheese, and toss together. Garnish with fresh parsley. Serve immediately. This is a quick and flavorful date night meal. Enjoy!",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1083499,"Basil Pasta With Tuna, Chickpeas, And Pesto.","['1/2 lb whole wheat pasta (best with basil pasta)', '1/2 cup fresh pesto sauce', '1 cup organic chickpeas', '2 tablespoons olive oil', '1 (6 ounce) can tuna', '1 teaspoon freshly grated black pepper', '1 teaspoon kosher salt', '1/2 cup freshly grated parmesan cheese']","Prepare pasta and drain. Return pasta to pot, add olive oil and mix to keep the noodles from sticking. Toss noodles with pesto, tuna, and chickpeas until combined and warm. Season with black pepper, kosher salt and parmesean cheese.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",958806,Smelts Baked In White Wine,"['1 cup celery, chopped', '1/4 cup parsley, minced', '2 lbs smelt, dressed, washed and dried', '1/2 cup white wine', '1/2 cup fine breadcrumbs', 'salt', 'pepper', 'cayenne', '1 cup mushroom, sliced', '6 tablespoons butter']","Preheat oven to 500\u00b0. Place celery and parsley in a greased baking dish. Lay the fish on top. Pour wine over fish. Sprinkle with bread crumbs. Add salt, pepper and cayenne. Arrange mushrooms on top. Dot with butter. Bake, uncovered, for about 10 minutes, or until fish is cooked through, basting once with pan juices.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",918639,Smoked Salmon Pesto Pasta,"['5 ounces smoked salmon, cut into small pieces', '1 onion, chopped', '1 clove crushed garlic', '2 cups sliced fresh mushrooms', '3/4 cup prepared basil pesto sauce', '3 tablespoons tomato paste', '2 tablespoons olive oil', '1 tablespoon chopped fresh basil', '1/4 cup water', '8 ounces spaghetti']","Cook pasta in a large pot of boiling water until al dente. In a skillet, heat olive oil over medium heat. Add onion, mushrooms, and garlic until onion is transparent and mushrooms are tender. Stir in tomato paste, pesto sauce, fresh basil, water, and smoked salmon; cook gently for 5 to10 minutes, or until desired consistency is achieved. Drain pasta. Serve sauce over noodles.",5
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1444891,"Turkey Sandwiches With Roasted Romas, Fresh Mozzarella, And Arugula-Walnut Pesto","['6 Roma tomatoes, halved lengthwise', '8 slices olive bread, lightly toasted', '8 slices cooked turkey (white meat)', '8 ounces fresh mozzarella cheese, sliced', 'About 12 fresh arugula leaves, rinsed and dried']","Preheat oven to 350\u00b0. Set tomato halves cut side up in an oiled baking pan and spread about 1/2 tsp. pesto over each. Bake until tomato halves are browned on top and slightly shriveled, about 1 1/2 hours. Spread pesto generously over 4 slices of bread. Top with turkey, hot tomatoes, mozzarella, arugula leaves, and remaining slices of bread. Serve with remaining pesto if you like. Note: Nutritional analysis is per sandwich. You can make the pesto up to 2 days ahead of time; chill airtight, then bring to room temperature before using. Any leftover pesto could be layered with goat cheese on crostini, tossed with pasta, or served with roast chicken or broiled fish.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1482648,"Coconut Macaroons (Made With Desiccated, Unsweetened Coconut) Recipe","['6 ounces desiccated, unsweetened coconut (toasted, if desired)', '6 ounces granulated sugar', '2 egg whites', '1 teaspoon vanilla extract', 'Pinch of salt', 'Optional: 2 ounces finely chopped chocolate', 'Optional: 4 ounces', 'for dipping']","Preheat the oven to 350\u00b0F. Line a baking sheet with parchment paper. In a large bowl, combine sugar, coconut, egg whites, vanilla, and salt. Use your hands to mix well, completely combining ingredients. Dampen hands with cold water. Form tablespoons of mixture into a loose haystack shapes, or use a cookie scoop to form uniform domes, and place on prepared baking sheet. Repeat with remaining mixture, placing macaroons about 1 inch apart. Bake until golden brown, 15 to 20 minutes, or longer to desired level of brownness. Remove baking sheet from oven to a wire rack, and let macaroons cool slightly on baking sheet. Transfer the cookies to a wire rack to cool completely. They may be stored in an airtight container for up to 3 days. For dipping: Set up a station for dipping with the cooled macaroons, parchment, bowl of tempered chocolate, and forks. Dip each macaroon into the chocolate, either by holding the top and partially submerging it, or rolling it in the chocolate using a fork. Shake off the excess over the bowl, then place the finished pieces on the parchment to set up in a cool dry place.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1624615,Apple And Strawberry Juice,"['1 1/4 cups apples weighed frozen', '2 9/16 cups water', '8 strawberry juice frozen, cubes', '5 mint leaves', '3 teaspoons brown sugar']","In a blender place the diced apples frozen previously, with mint and water. Mix every thing well, and add sugar to taste. Serve with strawberry ice cubes.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1799339,Pesce Italiano,"['1 cup dry penne pasta (about 3 oz.)', '2 (6 ounce) fresh salmon steaks or 2 (6 ounce) tuna steaks or swordfish steak, 3/4-inch thick', '1 teaspoon creole seasoning', '1 cup sliced fresh mushrooms', '13 cup dry white wine', '2 tablespoons prepared basil pesto', '1 tablespoon lemon juice', '2 teaspoons drained capers', '1 tablespoon olive oil']","In a large saucepan cook the pasta in lightly salted boiling water for 4 minutes; drain and set aside. (Pasta will not be tender.) Meanwhile, sprinkle both sides of the fish steaks with the Creole seasoning; set aside. (If using a salt-free Creole seasoning, sprinkle fish with 1/4 teaspoon salt.) In a medium bowl combine the partially cooked pasta, mushrooms, wine, pesto, lemon juice, and capers; set aside. In a large skillet cook the fish steaks in the hot oil over medium-high heat for 1 minute; turn and cook 1 minute more. Reduce heat to medium. Spoon the pasta mixture around the tuna steaks in the skillet. Bring to boiling; reduce heat. Simmer, covered, over medium heat for 6 to 9 minutes or until fish flakes easily with a fork.",5
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1900980,Cheesy Sausage & Tomato Manicotti,"['1 (8 ounce) packageuncooked manicotti', '2 (8 ounce) cans tomato sauce', '1 (10 ounce) candiced tomatoes and green chilies', '1 lb Italian pork sausage', '1 (8 ounce) package cream cheese', '1 cup ricotta cheese', '4 cups shredded mozzarella cheese, divided', '12 cup chopped fresh parsley (optional)']","Cook pasta according to package directions; rinse with cold water. Drain and set aside. Process tomato sauce and diced tomatoes and green chilies in a blender 20 seconds or until smooth. Set aside. Remove casings from sausage, and discard. Cook sausage in a large skillet over medium-high heat, stirring until meat crumbles and is no longer pink. Drain sausage, if desired, and return to skillet. Stir in cream cheese, ricotta cheese, and 2 cups mozzarella cheese. Spoon into manicotti shells; arrange stuffed manicotti in a lightly greased 13x9 inch-baking dish. Pour tomato mixture over shells; sprinkle with remaining 2 cups mozzarella cheese. Bake at 350 degrees for 20 minutes or until cheese is melted and bubbly. Let casserole stand 10 minutes before serving, Sprinkle top with chopped fresh parsley, if desired. Note: Casserole may be assembled and frozen up to 1 month. Thaw in refrigerator overnight; bake, covered, at 350 degrees for 30 minutes or until cheese is melted and bubbly. Ground beef and tomato manicotti: Substitute 1 pound lean ground beef for sausage. Stir in 1/2 teaspoon dried Italian seasoning, 1-teaspoon salt, 1-teaspoon pepper, and 1-teaspoon fennel seed. Proceed as directed.",2
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1924257,Nif's Pasta Alle Pesto,"['1 lb fusilli (or any other shaped pasta that can hold the sauce)', '2 teaspoons garlic, minced', '1 cup fresh basil', '1 tablespoon olive oil', '14 cup pine nuts', '12 cup fresh parmesan cheese, grated', '12 cup pasta water']","Boil pasta to al dente (slightly firm). Meanwhile, blend pesto ingredients in a food processor or blender. Thin pesto with up to 1/2 cup pasta water if necessary. Drain pasta and place in serving dish. Add pesto and toss. Serve immediately.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1961006,Grouper With White Wine Recipe,"['1-3 pound grouper', '1 (#1) can thinly sliced mushrooms', '1 bay leaf', '1 c. dry white wine', 'Salt and pepper to taste', '2 tbsp. butter', '1 bunch sliced young onions', '1/2 c. bread crumbs', 'Healthy pinch of thyme']","Place cleaned fish in a flat Cuban earthenware baking dish with butter, mushrooms and onions. Add in condiments, then sprinkle with bread crumbs and dot with butter. Pour wine in baking dish and cook in 350 degree oven till tender, basting occasionally.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1179262,Pesto Cavatappi Copycat,"['12 ounces cavatappi noodles', '1/2 pint grape tomatoes, sliced in half lengthwise', '1/2 pint sliced mushrooms', '1/3 cup white wine', '1/4 cup cream', '7 ounces pesto sauce', 'extra virgin olive oil', 'shredded parmesan cheese']","Cook pasta as directed on packaging. While pasta is cooking, saute the tomatoes and mushrooms in about a tablespoon of EVOO. When the pasta is almost done, add the wine to the tomatoes and mushrooms and reduce for 2 minutes. Then add the cream to the tomatoes and mushrooms and reduce for another 1-2 minutes. Add the pesto and stir well. Drain pasta and add to the pesto mixture. Stir very well and let sit a minute to soak up the pesto. Plate and top with shredded parmesan cheese!",4
